date,TQQQ_syn,QLD_syn,TQQQ_syn_cal,QLD_syn_cal
2019-12-24,0.0014640139437202718,0.0009798259935089304,0.0014184956298429721,0.0009585771921320752
2019-12-26,0.026287021983836818,0.017532128068321995,0.026195985356082217,0.017489630465568288
2019-12-27,-0.0026190872551656906,-0.0017423347972284008,-0.0026646055690429907,-0.001763583598605256
2019-12-30,-0.019939049587443625,-0.013281809566546728,-0.020075604529075523,-0.013345555970677292
2019-12-31,0.005561730055674093,0.003711450089921291,0.005516211741796793,0.003690201288544436
2020-01-02,0.049909735624139584,0.033280043936479126,0.04981869899638498,0.033237546333725415
2020-01-03,-0.027570170527517666,-0.018376763564021487,-0.027615688841394963,-0.018398012365398342
2020-01-06,0.019059471879506622,0.012715805156706795,0.018922916937874724,0.01265205875257623
2020-01-07,-0.0005086131704365186,-0.0003355387094931148,-0.0005541314843138185,-0.00035678751086997
2020-01-08,0.022457584757025334,0.014975073292340511,0.022412066443148037,0.014953824490963656
2020-01-09,0.025329934940103632,0.016889973414392714,0.025284416626226335,0.01686872461301586
2020-01-10,-0.007762840698559464,-0.005171877011382687,-0.007808359012436764,-0.005193125812759543
2020-01-13,0.0343386661361383,0.022902494453729737,0.0342021111945064,0.02283874804959917
2020-01-14,-0.011905435131280106,-0.00793332670138151,-0.011950953445157406,-0.007954575502758365
2020-01-15,0.001134359828616693,0.0007598699385496909,0.0010888415147393932,0.0007386211371728358
2020-01-16,0.02865832181180979,0.019109177927345088,0.02861280349793249,0.019087929125968232
2020-01-17,0.01475460824314704,0.009839848922291065,0.01470908992926974,0.00981860012091421
2020-01-21,-0.0017108591916016745,-0.0011264258445428592,-0.0018929324471108737,-0.00121142105005028
2020-01-22,0.007835043729156482,0.005226899223568886,0.007789525415279181,0.0052056504221920305
2020-01-23,0.009557950284475442,0.006375410283176666,0.009512431970598144,0.0063541614817998115
2020-01-24,-0.025337526404114158,-0.016888240842549737,-0.02538304471799146,-0.016909489643926592
2020-01-27,-0.062239070789953096,-0.04148266349699786,-0.062375625731585,-0.04154640990112843
2020-01-28,0.045987985423222744,0.030662100375674864,0.04594246710934544,0.03064085157429801
2020-01-29,0.004785120553903893,0.003193710422074491,0.004739602240026593,0.0031724616206976358
2020-01-30,0.010592423651350682,0.007065152505031686,0.010546905337473381,0.00704390370365483
2020-01-31,-0.0476661507495809,-0.0317738037802487,-0.047711669063458195,-0.03179505258162556
2020-02-03,0.04505404702914403,0.0300463616333418,0.044917492087512126,0.029982615229211234
2020-02-04,0.0685735893370429,0.0457193562775005,0.06852807102316559,0.04569810747612364
2020-02-05,0.009798587190441393,0.006536021513099491,0.009753068876564092,0.006514772711722636
2020-02-06,0.02580396154607799,0.017206271083523888,0.025758443232200688,0.017185022282147033
2020-02-07,-0.012995245915320806,-0.008659867224075309,-0.013040764229198107,-0.008681116025452164
2020-02-10,0.03598094550165264,0.023997907213495456,0.03584439056002074,0.02393416080936489
2020-02-11,0.0004243735592150093,0.0002866390790253992,0.0003788552453377095,0.000265390277648544
2020-02-12,0.029129783269008988,0.019423485565477887,0.029084264955131688,0.019402236764101032
2020-02-13,-0.003933997844435791,-0.002618941856741801,-0.003979516158313091,-0.002640190658118656
2020-02-14,0.00849754198429787,0.00566884468722733,0.008452023670420571,0.0056475958858504755
2020-02-18,0.0007783939679198372,0.0005338228034747968,0.000596320712410638,0.0004488275979673761
2020-02-19,0.02866297418969301,0.019112372832677398,0.02861745587581571,0.019091124031300543
2020-02-20,-0.027943732785363395,-0.0186254318173602,-0.027989251099240692,-0.018646680618737057
2020-02-21,-0.05772079330801179,-0.03847680549912579,-0.05776631162188909,-0.03849805430050265
2020-02-24,-0.11596618114414897,-0.07730017721703894,-0.11610273608578087,-0.0773639236211695
2020-02-25,-0.08166602732991518,-0.05444076140008749,-0.08171154564379247,-0.05446201020146434
2020-02-26,0.015371813807954028,0.010251132691825308,0.01532629549407673,0.010229883890448453
2020-02-27,-0.15031164265459565,-0.10020450494987448,-0.15035716096847296,-0.10022575375125134
2020-02-28,0.0022483732067352883,0.0015014260523579387,0.0022028548928579882,0.0014801772509810834
2020-03-02,0.15458133419788536,0.10305700028662916,0.15444477925625344,0.1029932538824986
2020-03-03,-0.09626959360843178,-0.06418020041917004,-0.09631511192230907,-0.0642014492205469
2020-03-04,0.12510903905899512,0.0834039725099221,0.1250635207451178,0.08338272370854524
2020-03-05,-0.09119244384079266,-0.06079906159811103,-0.09123796215466996,-0.06082031039948788
2020-03-06,-0.05065735317261328,-0.03377659684252049,-0.05070287148649058,-0.033797845643897345
2020-03-09,-0.20848875680442158,-0.13901204509585938,-0.20862531174605348,-0.13907579149998994
2020-03-10,0.16332722116637113,0.10887709454101825,0.16328170285249383,0.1088558457396414
2020-03-11,-0.1306948919908719,-0.08713662711158175,-0.13074041030474917,-0.08715787591295861
2020-03-12,-0.2751035086142969,-0.18340922377288735,-0.2751490269281742,-0.1834304725742642
2020-03-13,0.2540918195023177,0.16938691950989768,0.2540463011884404,0.16936567070852082
2020-03-16,-0.359428400998356,-0.23964348367117863,-0.3595649559399879,-0.2397072300753092
2020-03-17,0.22750535412591932,0.15166177472362813,0.22745983581204204,0.15164052592225127
2020-03-18,-0.09126538482094194,-0.06085251470753642,-0.09131090313481925,-0.06087376350891328
2020-03-19,0.017998753189555773,0.01198866905607813,0.017953234875678473,0.011967420254701275
2020-03-20,-0.11753685958812465,-0.07836822091576723,-0.11758237790200195,-0.07838946971714408
2020-03-23,0.0021380997040165777,0.0013947340726083723,0.002001544762384678,0.0013309876684778068
2020-03-24,0.23230542143069488,0.15485978121683755,0.23225990311681757,0.1548385324154607
2020-03-25,-0.02222290556664746,-0.014825862714338636,-0.02226842388052476,-0.01484711151571549
2020-03-26,0.15797785447770685,0.10530751438737211,0.15793233616382954,0.10528626558599526
2020-03-27,-0.10318313123944065,-0.06879990199559093,-0.10322864955331795,-0.06882115079696778
2020-03-30,0.10909567326228455,0.07269922744353506,0.10895911832065265,0.0726354810394045
2020-03-31,-0.02563256183192292,-0.017097948037871718,-0.02567808014580022,-0.017119196839248573
2020-04-01,-0.12748130996008064,-0.08499720610309193,-0.12752682827395795,-0.08501845490446878
2020-04-02,0.060873301972553626,0.04057234990648871,0.060827783658676325,0.040551101105111856
2020-04-03,-0.04258998467887028,-0.028403174527793895,-0.04263550299274758,-0.02842442332917075
2020-04-06,0.21444853383969675,0.14293641291205975,0.21431197889806486,0.14287266650792918
2020-04-07,-0.0012369237981076087,-0.0008339113812029098,-0.0012824421119849085,-0.000855160182579765
2020-04-08,0.06368276060549753,0.042445785560695067,0.06363724229162024,0.04242453675931821
2020-04-09,0.004318409583255319,0.002870292961149654,0.004272891269378019,0.002849044159772799
2020-04-13,0.032329262350031154,0.021519366954956806,0.03214718909452196,0.021434371749449385
2020-04-14,0.13045164532867798,0.08695948761159474,0.13040612701480067,0.08693823881021788
2020-04-15,-0.03442678696339259,-0.02296002345189585,-0.03447230527726989,-0.022981272253272705
2020-04-16,0.05470617629637954,0.036461396021283066,0.05466065798250224,0.03644014721990621
2020-04-17,0.028683510588624533,0.019112952216113064,0.028637992274747233,0.01909170341473621
2020-04-20,-0.03557304513247835,-0.02374408387142154,-0.035709600074110254,-0.023807830275552107
2020-04-21,-0.11071157161183391,-0.07381728789114571,-0.1107570899257112,-0.07383853669252256
2020-04-22,0.08901037109877795,0.05933058126948047,0.08896485278490064,0.05930933246810362
2020-04-23,-0.006411687964950718,-0.004284032126556915,-0.006457206278828018,-0.00430528092793377
2020-04-24,0.047298558939558435,0.03152270649666747,0.04725304062568114,0.03150145769529061
2020-04-27,0.02409017437536444,0.016031395800473656,0.023953619433732542,0.01596764939634309
2020-04-28,-0.05651766100884972,-0.037688014155822916,-0.056563179322727024,-0.03770926295719977
2020-04-29,0.10637129300102113,0.07090452920430926,0.10632577468714383,0.0708832804029324
2020-04-30,-0.0012452022373278507,-0.0008398935963534809,-0.0012907205512051505,-0.000861142397730336
2020-05-01,-0.08456719723214978,-0.05638798289664689,-0.08461271554602709,-0.05640923169802375
2020-05-04,0.034932742930208344,0.023259774837036257,0.03479618798857644,0.02319602843290569
2020-05-05,0.03399765774048482,0.022655624328200504,0.03395213942660752,0.02263437552682365
2020-05-06,0.01845594486851672,0.012294482413555104,0.01841042655463942,0.012273233612178249
2020-05-07,0.03861688048837698,0.025735013508994882,0.038571362174499677,0.025713764707618027
2020-05-08,0.04110104223600644,0.027391028694299463,0.04105552392212915,0.027369779892922608
2020-05-11,0.026776942373947742,0.017822574466195857,0.026640387432315844,0.01775882806206529
2020-05-12,-0.06282408615935743,-0.04189229758949471,-0.06286960447323472,-0.04191354639087157
2020-05-13,-0.037561048832291076,-0.025050180053650093,-0.037606567146168376,-0.02507142885502695
2020-05-14,0.034042847203723525,0.022685750637026304,0.033997328889846225,0.02266450183564945
2020-05-15,0.01946075964906858,0.012964266282789285,0.01941524133519128,0.01294301748141243
2020-05-18,0.05585663321323524,0.03720903502572086,0.055720078271603336,0.03714528862159029
2020-05-19,-0.0075321080151875795,-0.005030886175581095,-0.007577626329064879,-0.00505213497695795
2020-05-20,0.05989096804168442,0.03991783119566691,0.05984544972780712,0.03989658239429005
2020-05-21,-0.03268576275761622,-0.021800081988333917,-0.03273128107149352,-0.021821330789710772
2020-05-22,0.010342498928162882,0.006885425802185485,0.010296980614285583,0.006864177000808631
2020-05-26,-0.008152003868507875,-0.005472963178697659,-0.008334077124017073,-0.00555795838420508
2020-05-27,0.016358480452091036,0.010896265458424063,0.016312962138213736,0.010875016657047208
2020-05-28,-0.003923228218035409,-0.0026247809944881097,-0.003968746531912709,-0.002646029795864965
2020-05-29,0.043943743952380994,0.02928653378578949,0.04389822563850369,0.029265284984412634
2020-06-01,0.008955620040668211,0.0059422488315355885,0.008819065099036313,0.0058785024274050236
2020-06-02,0.020108939909486336,0.013396571763354263,0.020063421595609036,0.013375322961977408
2020-06-03,0.013480253573737692,0.008977540200027289,0.013434735259860392,0.008956291398650434
2020-06-04,-0.021055073359657946,-0.014045918423711279,-0.021100591673535243,-0.014067167225088134
2020-06-05,0.05946702824955889,0.039635389983908094,0.05942150993568159,0.03961414118253124
2020-06-08,0.02323522123795887,0.01546226094457907,0.023098666296326974,0.015398514540448504
2020-06-09,0.021718411888481788,0.014469831078260489,0.021672893574604488,0.014448582276883634
2020-06-10,0.03598772105418516,0.023982889209214972,0.035942202740307856,0.023961640407838117
2020-06-11,-0.14866324708469783,-0.09911794157052592,-0.1487087653985751,-0.09913919037190277
2020-06-12,0.023827976232341185,0.015876207307500088,0.023782457918463885,0.015854958506123232
2020-06-15,0.03645476015455006,0.024275564884548767,0.03631820521291816,0.0242118184804182
2020-06-16,0.051502143038646274,0.03432574451960253,0.05145662472476897,0.03430449571822568
2020-06-17,0.009495232252972292,0.006321044654587491,0.009449713939094993,0.006299795853210635
2020-06-18,0.008111495307881791,0.00539855335786049,0.008065976994004492,0.005377304556483635
2020-06-19,-0.0005063312670844447,-0.00034675702866227785,-0.0005518495809617446,-0.000368005830039133
2020-06-22,0.03593306924653587,0.023927492950297072,0.03579651430490398,0.02386374654616651
2020-06-23,0.025517855441601754,0.017002700777128524,0.025472337127724457,0.01698145197575167
2020-06-24,-0.061862595422474236,-0.041250933132255474,-0.061908113736351536,-0.04127218193363233
2020-06-25,0.028543153761577088,0.01901947365858689,0.028497635447699787,0.018998224857210033
2020-06-26,-0.07086033564088906,-0.04724942661119868,-0.07090585395476635,-0.047270675412575534
2020-06-29,0.03267745268600711,0.02175680392842819,0.032540897744375206,0.021693057524297624
2020-06-30,0.058789633105416544,0.03918370056064106,0.058744114791539244,0.03916245175926421
2020-07-01,0.03500041506122626,0.023324407190211522,0.03495489674734896,0.023303158388834667
2020-07-02,0.020345793247869236,0.013554473988942863,0.020300274933991936,0.013533225187566007
2020-07-06,0.07369727534146775,0.04909396418909865,0.07351520208595855,0.04900896898359123
2020-07-07,-0.020682187904106412,-0.013797420785202111,-0.020727706217983713,-0.013818669586578966
2020-07-08,0.03950090571970819,0.02632464163067429,0.03945538740583089,0.026303392829297435
2020-07-09,0.02525454725554639,0.01682706932123309,0.025209028941669088,0.016805820519856234
2020-07-10,0.02046818415022922,0.013635975268030105,0.020422665836351918,0.01361472646665325
2020-07-13,-0.06175240115288664,-0.041196709931625886,-0.06188895609451854,-0.04126045633575645
2020-07-14,0.021219892524769135,0.014137206840209462,0.021174374210891835,0.014115958038832607
2020-07-15,0.006092386685193491,0.004052295607664491,0.006046868371316192,0.0040310468062876356
2020-07-16,-0.020483370974845948,-0.01366478350050328,-0.020528889288723245,-0.013686032301880134
2020-07-17,0.0034602388409758445,0.002297159764279067,0.003414720527098545,0.002275910962902212
2020-07-20,0.08507551995456943,0.0566880149139318,0.08493896501293753,0.056624268509801234
2020-07-21,-0.03127573318291557,-0.020859969620733092,-0.03132125149679287,-0.020881218422109948
2020-07-22,0.01055401797136442,0.007026531148786905,0.010508499657487121,0.007005282347410049
2020-07-23,-0.07837325913116339,-0.05225832025289829,-0.0784187774450407,-0.052279569054275145
2020-07-24,-0.02850110534269782,-0.019010310378388316,-0.02854662365657512,-0.01903155917976517
2020-07-27,0.05349104441890573,0.035631697890156,0.053354489477273837,0.035567951486025436
2020-07-28,-0.03818693949500655,-0.025467625793042535,-0.038232457808883846,-0.02548887459441939
2020-07-29,0.03456544978410465,0.023033967059698266,0.034519931470227354,0.02301271825832141
2020-07-30,0.015693627414307045,0.010452752146499867,0.015648109100429745,0.010431503345123012
2020-07-31,0.05352470627582692,0.03567328610867091,0.05347918796194962,0.035652037307294056
2020-08-03,0.040486558804926666,0.026961484977643318,0.040350003863294764,0.026897738573512752
2020-08-04,0.011124662200520049,0.007406682695545119,0.011079143886642748,0.007385433894168264
2020-08-05,0.007421466046210722,0.004937792622260105,0.007375947732333422,0.00491654382088325
2020-08-06,0.03972245317439365,0.026471876678127518,0.03967693486051635,0.026450627876750663
2020-08-07,-0.03463915098755165,-0.023102526096502683,-0.03468466930142895,-0.023123774897879538
2020-08-10,-0.012855370650361353,-0.008599523414645642,-0.012991925591993253,-0.008663269818776208
2020-08-11,-0.05683618948584046,-0.03790045912026513,-0.056881707799717754,-0.037921707921641984
2020-08-12,0.07544129394274635,0.05028452983212607,0.07539577562886904,0.050263281030749216
2020-08-13,0.006830345585872045,0.004543897594209867,0.006784827271994745,0.004522648792833012
2020-08-14,-0.0035355565490760503,-0.0023667964708522803,-0.00358107486295335,-0.0023880452722291356
2020-08-17,0.03479615445524595,0.02316815998909256,0.034659599513614046,0.023104413584961993
2020-08-18,0.028862770188805748,0.01923208802106892,0.028817251874928448,0.019210839219692064
2020-08-19,-0.020192695554075678,-0.013471648444597495,-0.02023821386795298,-0.01349289724597435
2020-08-20,0.041601842591398944,0.027724895597894466,0.04155632427752165,0.02770364679651761
2020-08-21,0.020779457735475744,0.013843305693945667,0.020733939421598443,0.013822056892568811
2020-08-24,0.01869484445831475,0.012433953324471758,0.018558289516682848,0.012370206920341192
2020-08-25,0.023572921538812082,0.015705707542618283,0.02352740322493478,0.015684458741241428
2020-08-26,0.06400575591053594,0.04266083781065247,0.06396023759665863,0.042639589009275614
2020-08-27,-0.009363711715793555,-0.006252140606900533,-0.009409230029670855,-0.006273389408277388
2020-08-28,0.015242850583566446,0.010152234259339466,0.015197332269689145,0.010130985457962611
2020-08-31,0.024064438039559544,0.016013682378634958,0.023927883097927642,0.015949935974504392
2020-09-01,0.051262045260344544,0.034165030710524874,0.05121652694646725,0.03414378190914802
2020-09-02,0.028393891213375082,0.018919687325660284,0.028348372899497782,0.01889843852428343
2020-09-03,-0.15211342129578462,-0.10141852101377952,-0.15215893960966193,-0.10143976981515637
2020-09-04,-0.03999160110911956,-0.026670733535784537,-0.040037119422996856,-0.026691982337161392
2020-09-08,-0.14424226810369503,-0.09620017658794934,-0.1444243413592042,-0.09628517179345676
2020-09-09,0.08811405431641862,0.05873322204548971,0.08806853600254132,0.058711973244112856
2020-09-10,-0.059824104578185315,-0.03989230986871331,-0.059869622892062616,-0.039913558670090166
2020-09-11,-0.02083280057019582,-0.013898107196720315,-0.02087831888407312,-0.01391935599809717
2020-09-14,0.052209224357999226,0.034777151182885,0.05207266941636733,0.03471340477875443
2020-09-15,0.04250765349039225,0.028328769530556665,0.042462135176514954,0.02830752072917981
2020-09-16,-0.04785330655983525,-0.031911870502928326,-0.047898824873712546,-0.03193311930430518
2020-09-17,-0.04687798067361792,-0.03126156059900172,-0.04692349898749522,-0.031282809400378565
2020-09-18,-0.03830020707372308,-0.025543322791029097,-0.03834572538760038,-0.025564571592405952
2020-09-21,0.007158587476387349,0.004743115336520157,0.007022032534755449,0.004679368932389592
2020-09-22,0.05572395091145696,0.03713954183616972,0.05567843259757966,0.03711829303479287
2020-09-23,-0.09161542593135126,-0.061086709392369085,-0.09166094424522855,-0.06110795819374594
2020-09-24,0.013955932912138943,0.009294289145054466,0.013910414598261643,0.00927304034367761
2020-09-25,0.06973413198510743,0.046479662551936717,0.06968861367123014,0.04645841375055986
2020-09-28,0.062271300498343944,0.041484924017824554,0.06213474555671204,0.04142117761369399
2020-09-29,-0.013541387040017856,-0.009037257489716734,-0.013586905353895156,-0.00905850629109359
2020-09-30,0.02053527059889832,0.013680328990718506,0.02048975228502102,0.01365908018934165
2020-10-01,0.047605183374134954,0.03172703014462172,0.047559665060257654,0.031705781343244865
2020-10-02,-0.08440403020547618,-0.05627920487886449,-0.08444954851935349,-0.05630045368024134
2020-10-05,0.06394324831305366,0.04259927798306132,0.06380669337142177,0.04253553157893075
2020-10-06,-0.053552154961169454,-0.03571119541224788,-0.053597673275046755,-0.03573244421362474
2020-10-07,0.051884450962217346,0.03457987520334332,0.051838932648340046,0.03455862640196646
2020-10-08,0.01595659471847485,0.01062797104084832,0.01591107640459755,0.010606722239471464
2020-10-09,0.04582910191077923,0.030542883198639105,0.045783583596901926,0.03052163439726225
2020-10-12,0.09257560766157373,0.061687795459977754,0.09243905271994184,0.06162404905584719
2020-10-13,-0.0001150616063483342,-8.646650903380317e-05,-0.00016057992022563402,-0.00010771531041065834
2020-10-14,-0.025070400235126356,-0.016723266286455735,-0.025115918549003656,-0.01674451508783259
2020-10-15,-0.02014586994062202,-0.013440153443671115,-0.020191388254499322,-0.01346140224504797
2020-10-16,-0.016454960425732957,-0.010979639746860134,-0.016500478739610257,-0.011000888548236989
2020-10-19,-0.049014466458267174,-0.0327053093612926,-0.04915102139989907,-0.03276905576542317
2020-10-20,0.006435290110443146,0.004280527277257268,0.006389771796565845,0.004259278475880412
2020-10-21,-0.0023325031445472506,-0.001564760867833081,-0.00237802145842455,-0.0015860096692099362
2020-10-22,-0.00011680649427548066,-8.76297676519008e-05,-0.00016232480815278047,-0.00010887856902875597
2020-10-23,0.005899721381691223,0.003923296179247106,0.005854203067813923,0.0039020473778702503
2020-10-26,-0.045025229384817754,-0.03004609590428324,-0.045161784326449655,-0.030109842308413806
2020-10-27,0.023412944728719146,0.015598963689441267,0.023367426414841845,0.015577714888064411
2020-10-28,-0.11697281951812386,-0.07799163845021748,-0.11701833783200115,-0.07801288725159433
2020-10-29,0.052447796199452945,0.03495543869483372,0.052402277885575645,0.03493418989345686
2020-10-30,-0.07609988915854808,-0.05074311084757909,-0.07614540747242539,-0.050764359648955946
2020-11-02,0.0066476286088926655,0.004402198180287316,0.006511073667260767,0.004338451776156751
2020-11-03,0.05188065000234922,0.03457724859301911,0.05183513168847192,0.034555999791642256
2020-11-04,0.13390425855855656,0.08925974693423612,0.13385874024467925,0.08923849813285926
2020-11-05,0.07820027011038114,0.05212375463545252,0.07815475179650384,0.05210250583407566
2020-11-06,0.0022302193088480494,0.0014770541010971192,0.00218470099497075,0.001455805299720264
2020-11-09,-0.061337944587216454,-0.040921239372549045,-0.061474499528848356,-0.04098498577667961
2020-11-10,-0.05375649607323166,-0.03584733017852593,-0.05380201438710895,-0.03586857897990278
2020-11-11,0.06709614010009794,0.04472100129526372,0.06705062178622065,0.044699752493886864
2020-11-12,-0.01409350493110415,-0.00940542872553768,-0.01413902324498145,-0.009426677526914536
2020-11-13,0.026305910504061548,0.01752751489790612,0.026260392190184247,0.017506266096529263
2020-11-16,0.023372517095336165,0.015552123837916315,0.023235962153704267,0.01548837743378575
2020-11-17,-0.009526292673691279,-0.006360713191007895,-0.009571810987568577,-0.00638196199238475
2020-11-18,-0.02218348957189148,-0.014798844456474695,-0.02222900788576878,-0.01482009325785155
2020-11-19,0.02346248489530432,0.015631805188322502,0.02341696658142702,0.015610556386945647
2020-11-20,-0.02053255737204759,-0.01369840825001725,-0.02057807568592489,-0.013719657051394106
2020-11-23,7.267936809739507e-05,1.8342906108359075e-05,-6.387557353450439e-05,-4.540349802220643e-05
2020-11-24,0.0421388434678633,0.028082618270967294,0.042093325153986,0.02806136946959044
2020-11-25,0.01842811077818362,0.012275555776908705,0.01838259246430632,0.01225430697553185
2020-11-27,0.027619928307350244,0.01839358272113941,0.027528891679595647,0.0183510851183857
2020-11-30,0.006085887069339966,0.004027703820585516,0.005949332127708067,0.003963957416454951
2020-12-01,0.038437027010741504,0.025614740632886095,0.0383915086968642,0.02559349183150924
2020-12-02,0.003843642848007522,0.0025525771567913055,0.0037981245341302218,0.0025313283554144503
2020-12-03,0.004234665875380122,0.0028132591750397056,0.004189147561502822,0.0027920103736628504
2020-12-04,0.012214036181750501,0.008132746746892093,0.0121685178678732,0.008111497945515238
2020-12-07,0.016953213362916362,0.011272588016303115,0.016816658421284464,0.01120884161217255
2020-12-08,0.010143468897873702,0.006752368557640895,0.010097950583996401,0.00673111975626404
2020-12-09,-0.06793481065303689,-0.04529972517723829,-0.0679803289669142,-0.04532097397861515
2020-12-10,0.012036472540303,0.008014370985927093,0.0119909542264257,0.007993122184550238
2020-12-11,-0.006654684794225299,-0.004446400570425105,-0.006700203108102599,-0.0044676493718019605
2020-12-14,0.021732702743069095,0.014458636372554682,0.021596147801437197,0.014394889968424116
2020-12-15,0.03205572265825102,0.021360630363620303,0.03201020434437372,0.021339381562243447
2020-12-16,0.016488766126254696,0.010982566709894894,0.0164432478123774,0.010961317908518039
2020-12-17,0.019602048185721824,0.013058180715267506,0.019556529871844523,0.01303693191389065
2020-12-18,-0.0090789439025696,-0.0060625733093213055,-0.0091244622164469,-0.006083822110698161
2020-12-21,-0.0056458939833522,-0.0037937614450595167,-0.005782448924984099,-0.003857507849190082
2020-12-22,0.008146417798056822,0.0054210937901575055,0.008100899484179523,0.005399844988780651
2020-12-23,-0.015120787943955678,-0.010090376704517495,-0.015166306257832976,-0.01011162550589435
2020-12-24,0.01322696508533692,0.008808125315010904,0.013181446771459621,0.00878687651363405
2020-12-28,0.030189505733225087,0.02008693152129522,0.030007432477715888,0.0200019363157878
2020-12-29,0.0026738427186907446,0.0017728956827556667,0.002628324404813445,0.0017516468813788114
2020-12-30,8.365384219444025e-05,4.601045666137981e-05,3.813552831714043e-05,2.4761655284524636e-05
2020-12-31,0.0073691114645866,0.004902796935449495,0.007323593150709301,0.00488154813407264
2021-01-04,-0.042405130686104714,-0.02830949275825798,-0.04258720394161391,-0.0283944879637654
2021-01-05,0.02471985232414102,0.016470050140880304,0.02467433401026372,0.01644880133950345
2021-01-06,-0.04156778306016188,-0.027721706781988296,-0.04161330137403918,-0.02774295558336515
2021-01-07,0.07256492004929213,0.04836676195764771,0.07251940173541482,0.04834551315627086
2021-01-08,0.03856213896018952,0.025698241231579304,0.03851662064631222,0.02567699243020245
2021-01-11,-0.0433826185313127,-0.028951577810366516,-0.0435191734729446,-0.029015324214497082
2021-01-12,-0.004782297742342699,-0.003198142535836705,-0.004827816056219999,-0.0032193913372135603
2021-01-13,0.020248345775656422,0.013489045775223906,0.02020282746177912,0.01346779697384705
2021-01-14,-0.016053939601440678,-0.010712477809507496,-0.01609945791531798,-0.01073372661088435
2021-01-15,-0.023776112129133678,-0.015860592827969495,-0.02382163044301098,-0.01588184162934635
2021-01-19,0.043724695309408486,0.02911039123875082,0.04354262205389929,0.0290253960332434
2021-01-20,0.06977152476579351,0.04650449843531531,0.0697260064519162,0.046483249633938455
2021-01-21,0.023986509521349397,0.015981062306624695,0.0239409912074721,0.01595981350524784
2021-01-22,-0.00865215868508738,-0.005777957198605295,-0.008697676998964678,-0.00579920599998215
2021-01-25,0.0247657275951945,0.016480652940638284,0.0246291726535626,0.01641690653650772
2021-01-26,0.004377323227307022,0.002908364076324306,0.004331804913429722,0.0028871152749474507
2021-01-27,-0.0836403593528914,-0.055770276237246445,-0.0836858776667687,-0.0557915250386233
2021-01-28,0.017740379775754298,0.011816975809561293,0.017694861461877,0.011795727008184438
2021-01-29,-0.06312633632303019,-0.04209426088400565,-0.0631718546369075,-0.0421155096853825
2021-02-01,0.07493204766527815,0.04992431056848101,0.07479549272364626,0.049860564164350446
2021-02-02,0.04893171875056581,0.032611109165058355,0.04888620043668851,0.0325898603636815
2021-02-03,-0.011912523004245994,-0.007951718671482852,-0.011958041318123292,-0.007972967472859707
2021-02-04,0.03547162963149586,0.023637438563979773,0.03542611131761856,0.023616189762602918
2021-02-05,0.010165917019152763,0.006766963489084376,0.010120398705275462,0.006745714687707521
2021-02-08,0.02007470005385166,0.013351911971246464,0.019938145112219762,0.013288165567115899
2021-02-09,-0.000639260147660641,-0.0004363953417968759,-0.0006847784615379407,-0.00045764414317373106
2021-02-10,-0.0068450891679625375,-0.004573707302325824,-0.006890607481839837,-0.004594956103702679
2021-02-11,0.01648893170506086,0.010982399226684123,0.016443413391183558,0.010961150425307268
2021-02-12,0.016757648521520455,0.011161543770990523,0.016712130207643155,0.011140294969613667
2021-02-16,-0.008148507384503052,-0.005473596351071898,-0.00833058064001225,-0.005558591556579318
2021-02-17,-0.014404133382765137,-0.009613070112194224,-0.014449651696642437,-0.00963431891357108
2021-02-18,-0.013124710952230336,-0.008760121825171024,-0.013170229266107636,-0.00878137062654788
2021-02-19,-0.01309186871122948,-0.008738319606815646,-0.013137387025106778,-0.008759568408192501
2021-02-22,-0.07778672146453991,-0.05188875788074567,-0.07792327640617182,-0.05195250428487624
2021-02-23,-0.00894068993084818,-0.005970867086561445,-0.008986208244725478,-0.0059921158879383
2021-02-24,0.02472123031038496,0.016470505683239173,0.02467571199650766,0.016449256881862318
2021-02-25,-0.10459617967154398,-0.06974119358035866,-0.10464169798542129,-0.06976244238173551
2021-02-26,0.012554378320168962,0.008359271023095175,0.012508860006291662,0.00833802222171832
2021-03-01,0.09022043272767649,0.06011601158073193,0.09008387778604458,0.060052265176601366
2021-03-02,-0.04812609213905004,-0.03209428333605647,-0.04817161045292734,-0.032115532137433324
2021-03-03,-0.08706835765047255,-0.058055886290665826,-0.08711387596434984,-0.05807713509204268
2021-03-04,-0.049111095662980435,-0.03275095235201007,-0.049156613976857735,-0.03277220115338692
2021-03-05,0.04517393328165856,0.030105640997421572,0.04512841496778126,0.030084392196044717
2021-03-08,-0.0849685879196161,-0.05667666885079647,-0.08510514286124801,-0.05674041525492703
2021-03-09,0.11831434785200257,0.07886600999131192,0.11826882953812526,0.07884476118993507
2021-03-10,-0.00857353101458934,-0.005725909253082676,-0.00861904932846664,-0.00574715805445953
2021-03-11,0.06908586919875616,0.04604693160881998,0.06904035088487886,0.046025682807443125
2021-03-12,-0.02434591246909814,-0.016240922836416226,-0.02439143078297544,-0.01626217163779308
2021-03-15,0.03202199987546179,0.02131705634592213,0.03188544493382989,0.021253309941791563
2021-03-16,0.01645791345973606,0.010961627782806575,0.01641239514585876,0.01094037898142972
2021-03-17,0.012344692118356175,0.00821929500861173,0.012299173804478874,0.008198046207234876
2021-03-18,-0.09189886805425383,-0.061276411773128266,-0.09194438636813113,-0.06129766057450512
2021-03-19,0.010567680102660343,0.007034527731866566,0.010522161788783043,0.007013278930489711
